ensg_id	gene_symbol	pmtl	version
ENSG00000274977	ENSG00000274977	NA	NA
ENSG00000130294	KIF1A	NA	NA
ENSG00000172482	AGXT	NA	NA
ENSG00000172478	MAB21L4	NA	NA
ENSG00000226321	CROCC2	NA	NA
ENSG00000233392	UICLM	NA	NA
ENSG00000223991	ENSG00000223991	NA	NA
ENSG00000162804	SNED1	NA	NA
ENSG00000229996	ENSG00000229996	NA	NA
ENSG00000225521	SNED1-AS1	NA	NA
ENSG00000122085	MTERF4	NA	NA
ENSG00000289253	ENSG00000289253	NA	NA
ENSG00000115687	PASK	NA	NA
ENSG00000235861	ENSG00000235861	NA	NA
ENSG00000115685	PPP1R7	NA	NA
ENSG00000146205	ANO7	NA	NA
ENSG00000115677	HDLBP	NA	NA
ENSG00000168385	SEPTIN2	NA	NA
ENSG00000286588	ENSG00000286588	NA	NA
ENSG00000223374	ENSG00000223374	NA	NA
ENSG00000006607	FARP2	NA	NA
ENSG00000288080	ENSG00000288080	NA	NA
ENSG00000263752	MIR3133	NA	NA
ENSG00000224232	KCTD5P1	NA	NA
ENSG00000115694	STK25	NA	NA
ENSG00000289555	ENSG00000289555	NA	NA
ENSG00000234235	BOK-AS1	NA	NA
ENSG00000176720	BOK	NA	NA
ENSG00000273113	ENSG00000273113	NA	NA
ENSG00000176946	THAP4	NA	NA
ENSG00000207186	RNA5SP122	NA	NA
ENSG00000168397	ATG4B	NA	NA
ENSG00000168393	DTYMK	NA	NA
ENSG00000168395	ING5	NA	NA
ENSG00000235351	ENSG00000235351	NA	NA
ENSG00000180902	D2HGDH	NA	NA
ENSG00000215692	ENSG00000215692	NA	NA
ENSG00000234793	ENSG00000234793	NA	NA
ENSG00000154252	GAL3ST2	NA	NA
ENSG00000215023	ENSG00000215023	NA	NA
ENSG00000224272	ENSG00000224272	NA	NA
ENSG00000204099	NEU4	NA	NA
ENSG00000235151	ENSG00000235151	NA	NA
ENSG00000188389	PDCD1	Relevant Molecular Target	PMTL version 3.1
ENSG00000188011	RTP5	NA	NA
ENSG00000233806	LINC01237	NA	NA
ENSG00000216921	FAM240C	NA	NA
ENSG00000237940	LINC01238	NA	NA
ENSG00000280119	ENSG00000280119	NA	NA
ENSG00000226423	ENSG00000226423	NA	NA
ENSG00000287971	ENSG00000287971	NA	NA
ENSG00000232002	LINC01880	NA	NA
ENSG00000289556	ENSG00000289556	NA	NA
ENSG00000261186	LINC01238	NA	NA
ENSG00000220804	LINC01881	NA	NA
ENSG00000224160	CICP10	NA	NA
ENSG00000244528	SEPTIN14P2	NA	NA
ENSG00000271153	RPL23AP88	NA	NA
ENSG00000223587	LINC01986	NA	NA
ENSG00000224918	ENSG00000224918	NA	NA
ENSG00000224318	CHL1-AS2	NA	NA
ENSG00000287140	ENSG00000287140	NA	NA
ENSG00000134121	CHL1	NA	NA
ENSG00000252017	RNU6-1194P	NA	NA
ENSG00000231660	RPS8P6	NA	NA
ENSG00000234661	CHL1-AS1	NA	NA
ENSG00000287505	ENSG00000287505	NA	NA
ENSG00000224957	LINC01266	NA	NA
ENSG00000238075	RPSAP32	NA	NA
ENSG00000224239	ENSG00000224239	NA	NA
ENSG00000235158	ENSG00000235158	NA	NA
ENSG00000244169	RN7SL120P	NA	NA
ENSG00000134115	CNTN6	NA	NA
ENSG00000232563	CRB3P1	NA	NA
ENSG00000184423	RPL23AP38	NA	NA
ENSG00000214074	RPL23AP39	NA	NA
ENSG00000214073	RPL21P17	NA	NA
ENSG00000225044	ENSG00000225044	NA	NA
ENSG00000223040	RN7SKP144	NA	NA
ENSG00000288831	ENSG00000288831	NA	NA
ENSG00000144619	CNTN4	NA	NA
ENSG00000227588	CNTN4-AS2	NA	NA
ENSG00000286363	ENSG00000286363	NA	NA
ENSG00000230398	HINT2P1	NA	NA
ENSG00000225310	DNAJC19P4	NA	NA
ENSG00000237990	CNTN4-AS1	NA	NA
ENSG00000091181	IL5RA	NA	NA
ENSG00000253049	ENSG00000253049	NA	NA
ENSG00000072756	TRNT1	NA	NA
ENSG00000113851	CRBN	Relevant Molecular Target	PMTL version 3.1
ENSG00000271870	ENSG00000271870	NA	NA
ENSG00000223727	ENSG00000223727	NA	NA
ENSG00000144455	SUMF1	NA	NA
ENSG00000175928	LRRN1	NA	NA
ENSG00000287720	ENSG00000287720	NA	NA
ENSG00000229241	PNPT1P1	NA	NA
ENSG00000286579	ENSG00000286579	NA	NA
ENSG00000170364	SETMAR	NA	NA
ENSG00000234325	MRPS10P2	NA	NA
ENSG00000231249	ITPR1-DT	NA	NA
ENSG00000150995	ITPR1	NA	NA
ENSG00000235947	EGOT	NA	NA
ENSG00000275981	ENSG00000275981	NA	NA
ENSG00000235978	ENSG00000235978	NA	NA
ENSG00000235831	BHLHE40-AS1	NA	NA
ENSG00000134107	BHLHE40	NA	NA
ENSG00000230182	RNF10P1	NA	NA
ENSG00000224082	UBTFL8	NA	NA
ENSG00000207283	Y_RNA	NA	NA
ENSG00000237566	ENSG00000237566	NA	NA
ENSG00000134108	ARL8B	NA	NA
ENSG00000233912	ENSG00000233912	NA	NA
ENSG00000268509	ENSG00000268509	NA	NA
ENSG00000134109	EDEM1	NA	NA
ENSG00000265180	MIR4790	NA	NA
ENSG00000241227	RN7SL553P	NA	NA
ENSG00000230944	ENSG00000230944	NA	NA
ENSG00000229642	ENSG00000229642	NA	NA
ENSG00000226022	ENSG00000226022	NA	NA
ENSG00000232958	ENSG00000232958	NA	NA
ENSG00000189229	ENSG00000189229	NA	NA
ENSG00000226258	GRM7-AS3	NA	NA
ENSG00000223719	ENSG00000223719	NA	NA
ENSG00000196277	GRM7	NA	NA
ENSG00000236152	MRPS36P1	NA	NA
ENSG00000237665	GRM7-AS2	NA	NA
ENSG00000288030	ENSG00000288030	NA	NA
ENSG00000236202	GRM7-AS1	NA	NA
ENSG00000270207	ENSG00000270207	NA	NA
ENSG00000227110	LMCD1-AS1	NA	NA
ENSG00000228351	ENSG00000228351	NA	NA
ENSG00000231401	ENSG00000231401	NA	NA
ENSG00000253081	RNU4ATAC17P	NA	NA
ENSG00000071282	LMCD1	NA	NA
ENSG00000224884	ENSG00000224884	NA	NA
ENSG00000125046	SSUH2	NA	NA
ENSG00000215160	OR7E122P	NA	NA
ENSG00000182533	CAV3	NA	NA
ENSG00000180914	OXTR	NA	NA
ENSG00000070950	RAD18	NA	NA
ENSG00000281863	ENSG00000281863	NA	NA
ENSG00000199815	ENSG00000199815	NA	NA
ENSG00000196220	SRGAP3	NA	NA
ENSG00000224808	SRGAP3-AS1	NA	NA
ENSG00000287623	ENSG00000287623	NA	NA
ENSG00000228723	SRGAP3-AS2	NA	NA
ENSG00000227929	SRGAP3-AS3	NA	NA
ENSG00000235830	SRGAP3-AS4	NA	NA
ENSG00000254485	ENSG00000254485	NA	NA
ENSG00000214041	PGAM1P4	NA	NA
ENSG00000206573	THUMPD3-AS1	NA	NA
ENSG00000134077	THUMPD3	NA	NA
ENSG00000168137	SETD5	NA	NA
ENSG00000156959	LHFPL4	NA	NA
ENSG00000235338	DUSP5P2	NA	NA
ENSG00000163719	MTMR14	NA	NA
ENSG00000287878	ENSG00000287878	NA	NA
ENSG00000144550	CPNE9	NA	NA
ENSG00000156983	BRPF1	NA	NA
ENSG00000114026	OGG1	NA	NA
ENSG00000134072	CAMK1	NA	NA
ENSG00000171148	TADA3	NA	NA
ENSG00000241553	ARPC4	NA	NA
ENSG00000250151	ARPC4-TTLL3	NA	NA
ENSG00000214021	TTLL3	NA	NA
ENSG00000269886	ENSG00000269886	NA	NA
ENSG00000156990	RPUSD3	NA	NA
ENSG00000187288	CIDEC	NA	NA
ENSG00000171135	JAGN1	NA	NA
ENSG00000163701	IL17RE	NA	NA
ENSG00000163702	IL17RC	NA	NA
ENSG00000288550	ENSG00000288550	NA	NA
ENSG00000212327	RNU6-882P	NA	NA
ENSG00000163703	CRELD1	NA	NA
ENSG00000163704	PRRT3	NA	NA
ENSG00000230082	PRRT3-AS1	NA	NA
ENSG00000269982	ENSG00000269982	NA	NA
ENSG00000125037	EMC3	NA	NA
ENSG00000180385	EMC3-AS1	NA	NA
ENSG00000232901	CYCSP10	NA	NA
ENSG00000206567	ENSG00000206567	NA	NA
ENSG00000186162	CIDECP1	NA	NA
ENSG00000144554	FANCD2	NA	NA
ENSG00000201182	RNU6-670P	NA	NA
ENSG00000229217	CYCSP11	NA	NA
ENSG00000163705	FANCD2OS	NA	NA
ENSG00000254999	BRK1	NA	NA
ENSG00000134086	VHL	NA	NA
ENSG00000287086	ENSG00000287086	NA	NA
ENSG00000134070	IRAK2	NA	NA
ENSG00000157014	TATDN2	NA	NA
ENSG00000272410	ENSG00000272410	NA	NA
ENSG00000231177	LINC00852	NA	NA
ENSG00000157017	GHRL	NA	NA
ENSG00000240288	GHRLOS	NA	NA
ENSG00000276678	ENSG00000276678	NA	NA
ENSG00000157020	SEC13	NA	NA
ENSG00000157087	ATP2B2	NA	NA
ENSG00000264534	MIR378B	NA	NA
ENSG00000216135	MIR885	NA	NA
ENSG00000236999	ATP2B2-IT1	NA	NA
ENSG00000224771	ATP2B2-IT2	NA	NA
ENSG00000226567	LINC00606	NA	NA
ENSG00000230599	ENSG00000230599	NA	NA
ENSG00000132164	SLC6A11	NA	NA
ENSG00000286962	ENSG00000286962	NA	NA
ENSG00000157103	SLC6A1	NA	NA
ENSG00000232287	SLC6A1-AS1	NA	NA
ENSG00000287964	ENSG00000287964	NA	NA
ENSG00000196639	HRH1	NA	NA
ENSG00000288969	ENSG00000288969	NA	NA
ENSG00000285906	ENSG00000285906	NA	NA
ENSG00000213964	CHCHD4P4	NA	NA
ENSG00000197548	ATG7	NA	NA
ENSG00000226621	ENSG00000226621	NA	NA
ENSG00000235240	ENSG00000235240	NA	NA
ENSG00000270531	ENSG00000270531	NA	NA
ENSG00000144560	VGLL4	NA	NA
ENSG00000271716	ENSG00000271716	NA	NA
ENSG00000272483	ENSG00000272483	NA	NA
ENSG00000144559	TAMM41	NA	NA
ENSG00000230342	FANCD2P2	NA	NA
ENSG00000224263	CYCSP12	NA	NA
ENSG00000225275	NUP210P2	NA	NA
ENSG00000231897	MARK2P14	NA	NA
ENSG00000251038	ENSG00000251038	NA	NA
ENSG00000263988	RN7SL147P	NA	NA
ENSG00000157152	SYN2	NA	NA
ENSG00000226642	ACTG1P12	NA	NA
ENSG00000157150	TIMP4	NA	NA
ENSG00000233026	MTCO1P5	NA	NA
ENSG00000288952	ENSG00000288952	NA	NA
ENSG00000236062	GSTM5P1	NA	NA
ENSG00000132170	PPARG	NA	NA
ENSG00000225026	ENSG00000225026	NA	NA
ENSG00000154743	TSEN2	NA	NA
ENSG00000200114	RNA5SP123	NA	NA
ENSG00000251774	RNU6-377P	NA	NA
ENSG00000225526	MKRN2OS	NA	NA
ENSG00000075975	MKRN2	NA	NA
ENSG00000274514	Metazoa_SRP	NA	NA
ENSG00000132155	RAF1	NA	NA
ENSG00000233252	CRIP1P1	NA	NA
ENSG00000088726	TMEM40	NA	NA
ENSG00000213943	KRT18P17	NA	NA
ENSG00000144712	CAND2	NA	NA
ENSG00000272263	ENSG00000272263	NA	NA
ENSG00000144713	RPL32	NA	NA
ENSG00000207496	SNORA7A	NA	NA
ENSG00000250939	ENSG00000250939	NA	NA
ENSG00000232746	LINC02022	NA	NA
ENSG00000144711	IQSEC1	NA	NA
ENSG00000231362	ENSG00000231362	NA	NA
ENSG00000132182	NUP210	NA	NA
ENSG00000238138	ENSG00000238138	NA	NA
ENSG00000223398	ENSG00000223398	NA	NA
ENSG00000244502	HDAC11-AS1	NA	NA
ENSG00000163517	HDAC11	Relevant Molecular Target	PMTL version 3.1
ENSG00000163520	FBLN2	NA	NA
ENSG00000224514	LINC00620	NA	NA
ENSG00000154764	WNT7A	NA	NA
ENSG00000233121	VN1R20P	NA	NA
ENSG00000275340	FGD5P1	NA	NA
ENSG00000180438	TPRXL	NA	NA
ENSG00000287059	ENSG00000287059	NA	NA
ENSG00000224752	VN1R21P	NA	NA
ENSG00000163528	CHCHD4	NA	NA
ENSG00000170876	TMEM43	NA	NA
ENSG00000268279	ENSG00000268279	NA	NA
ENSG00000228242	XPC-AS1	NA	NA
ENSG00000154767	XPC	NA	NA
ENSG00000170860	LSM3	NA	NA
ENSG00000255021	ENSG00000255021	NA	NA
ENSG00000251576	LINC01267	NA	NA
ENSG00000199609	RNA5SP124	NA	NA
ENSG00000131389	SLC6A6	NA	NA
ENSG00000144596	GRIP2	NA	NA
ENSG00000207163	RNU6-905P	NA	NA
ENSG00000234123	RHBDF1P1	NA	NA
ENSG00000283392	ENSG00000283392	NA	NA
ENSG00000235629	ENSG00000235629	NA	NA
ENSG00000154781	CCDC174	NA	NA
ENSG00000131379	C3orf20	NA	NA
ENSG00000230172	ENSG00000230172	NA	NA
ENSG00000285969	ENSG00000285969	NA	NA
ENSG00000260902	LINC02011	NA	NA
ENSG00000154783	FGD5	NA	NA
ENSG00000225733	FGD5-AS1	NA	NA
ENSG00000177463	NR2C2	NA	NA
ENSG00000131368	MRPS25	NA	NA
ENSG00000131381	RBSN	NA	NA
ENSG00000228874	ENSG00000228874	NA	NA
ENSG00000227578	RPS3AP53	NA	NA
ENSG00000230524	COL6A4P1	NA	NA
ENSG00000131375	CAPN7	NA	NA
ENSG00000224660	SH3BP5-AS1	NA	NA
ENSG00000131370	SH3BP5	NA	NA
ENSG00000201162	RNU6-454P	NA	NA
ENSG00000226427	HMGN2P7	NA	NA
ENSG00000206562	METTL6	NA	NA
ENSG00000144597	EAF1	NA	NA
ENSG00000206926	RNU6-1024P	NA	NA
ENSG00000249786	EAF1-AS1	NA	NA
ENSG00000206561	COLQ	NA	NA
ENSG00000263573	MIR4270	NA	NA
ENSG00000288077	ENSG00000288077	NA	NA
ENSG00000241064	RN7SL110P	NA	NA
ENSG00000131373	HACL1	NA	NA
ENSG00000169814	BTD	NA	NA
ENSG00000206560	ANKRD28	NA	NA
ENSG00000264354	MIR3134	NA	NA
ENSG00000279465	ENSG00000279465	NA	NA
ENSG00000270409	ENSG00000270409	NA	NA
ENSG00000263740	RN7SL4P	NA	NA
ENSG00000287042	ENSG00000287042	NA	NA
ENSG00000207815	MIR563	NA	NA
ENSG00000224728	IMPDH1P8	NA	NA
ENSG00000286689	ENSG00000286689	NA	NA
ENSG00000131386	GALNT15	NA	NA
ENSG00000285654	ENSG00000285654	NA	NA
ENSG00000154813	DPH3	NA	NA
ENSG00000154814	OXNAD1	NA	NA
ENSG00000270739	ENSG00000270739	NA	NA
ENSG00000131378	RFTN1	NA	NA
ENSG00000271964	ENSG00000271964	NA	NA
ENSG00000272498	ENSG00000272498	NA	NA
ENSG00000272529	ENSG00000272529	NA	NA
ENSG00000287377	ENSG00000287377	NA	NA
ENSG00000288050	ENSG00000288050	NA	NA
ENSG00000233570	LINC00690	NA	NA
ENSG00000269391	ENSG00000269391	NA	NA
ENSG00000092345	DAZL	NA	NA
ENSG00000229271	ENSG00000229271	NA	NA
ENSG00000224039	CDYLP1	NA	NA
ENSG00000154822	PLCL2	NA	NA
ENSG00000283885	MIR3714	NA	NA
ENSG00000226441	PLCL2-AS1	NA	NA
ENSG00000285731	ENSG00000285731	NA	NA
ENSG00000131374	TBC1D5	NA	NA
ENSG00000231780	ENSG00000231780	NA	NA
ENSG00000227309	ENSG00000227309	NA	NA
ENSG00000271841	RNU7-10P	NA	NA
ENSG00000233133	ENSG00000233133	NA	NA
ENSG00000286352	ENSG00000286352	NA	NA
ENSG00000213383	ENSG00000213383	NA	NA
ENSG00000214286	PDCL3P3	NA	NA
ENSG00000226238	ENSG00000226238	NA	NA
ENSG00000274840	ENSG00000274840	NA	NA
ENSG00000182568	SATB1	NA	NA
ENSG00000272477	ENSG00000272477	NA	NA
ENSG00000228956	SATB1-AS1	NA	NA
ENSG00000236570	RAD23BP1	NA	NA
ENSG00000251761	RNU6-138P	NA	NA
ENSG00000183960	KCNH8	NA	NA
ENSG00000271898	MIR4791	NA	NA
ENSG00000287069	ENSG00000287069	NA	NA
ENSG00000163576	EFHB	NA	NA
ENSG00000232953	HSPA8P18	NA	NA
ENSG00000144566	RAB5A	NA	NA
ENSG00000289138	ENSG00000289138	NA	NA
ENSG00000183977	PP2D1	NA	NA
ENSG00000201545	RNU4-85P	NA	NA
ENSG00000230697	SAP18P3	NA	NA
ENSG00000229468	RPL39P18	NA	NA
ENSG00000114166	KAT2B	NA	NA
ENSG00000266745	MIR3135A	NA	NA
ENSG00000129810	SGO1	NA	NA
ENSG00000231304	SGO1-AS1	NA	NA
ENSG00000199577	RNU6-822P	NA	NA
ENSG00000261734	ENSG00000261734	NA	NA
ENSG00000206807	RNU6-815P	NA	NA
ENSG00000282987	ENSG00000282987	NA	NA
ENSG00000236380	VENTXP7	NA	NA
ENSG00000151789	ZNF385D	NA	NA
ENSG00000225542	ZNF385D-AS1	NA	NA
ENSG00000223351	ZNF385D-AS2	NA	NA
ENSG00000132967	HMGB1P5	NA	NA
ENSG00000234723	ENSG00000234723	NA	NA
ENSG00000271235	ENSG00000271235	NA	NA
ENSG00000226183	RANP7	NA	NA
ENSG00000231915	SALL4P5	NA	NA
ENSG00000215016	RPL24P7	NA	NA
ENSG00000233153	UBE2E2-AS1	NA	NA
ENSG00000182247	UBE2E2	NA	NA
ENSG00000206728	Y_RNA	NA	NA
ENSG00000228171	ENSG00000228171	NA	NA
ENSG00000252562	RNU6-922P	NA	NA
ENSG00000212269	RNU6-788P	NA	NA
ENSG00000223791	UBE2E1-AS1	NA	NA
ENSG00000170142	UBE2E1	NA	NA
ENSG00000231395	ARL4AP4	NA	NA
ENSG00000197885	NKIRAS1	NA	NA
ENSG00000174748	RPL15	NA	NA
ENSG00000174738	NR1D2	NA	NA
ENSG00000224074	LINC00691	NA	NA
ENSG00000242109	NPM1P23	NA	NA
ENSG00000151090	THRB	NA	NA
ENSG00000289130	ENSG00000289130	NA	NA
ENSG00000229756	RPL31P20	NA	NA
ENSG00000224822	THRB-IT1	NA	NA
ENSG00000228791	THRB-AS1	NA	NA
ENSG00000272554	ENSG00000272554	NA	NA
ENSG00000265028	ENSG00000265028	NA	NA
ENSG00000233544	EIF3KP2	NA	NA
ENSG00000077092	RARB	NA	NA
ENSG00000244404	RN7SL216P	NA	NA
ENSG00000201713	RNA5SP125	NA	NA
ENSG00000213877	CFL1P7	NA	NA
ENSG00000201962	RNA5SP126	NA	NA
ENSG00000229421	H3P10	NA	NA
ENSG00000272166	ENSG00000272166	NA	NA
ENSG00000077097	TOP2B	NA	NA
ENSG00000275227	ENSG00000275227	NA	NA
ENSG00000283971	MIR4442	NA	NA
ENSG00000238225	CRIP1P2	NA	NA
ENSG00000151092	NGLY1	NA	NA
ENSG00000213872	RPL32P11	NA	NA
ENSG00000213871	TAF9BP1	NA	NA
ENSG00000151093	OXSM	NA	NA
ENSG00000230891	LINC00692	NA	NA
ENSG00000234158	RPEP2	NA	NA
ENSG00000237603	HMGB3P12	NA	NA
ENSG00000230465	VENTXP4	NA	NA
ENSG00000225386	ENSG00000225386	NA	NA
ENSG00000179796	LRRC3B	NA	NA
ENSG00000163491	NEK10	NA	NA
ENSG00000224237	MICOS10P3	NA	NA
ENSG00000207251	RNU6-342P	NA	NA
ENSG00000287348	ENSG00000287348	NA	NA
ENSG00000033867	SLC4A7	NA	NA
ENSG00000227523	RPS20P15	NA	NA
ENSG00000230807	ENSG00000230807	NA	NA
ENSG00000201033	RNU1-96P	NA	NA
ENSG00000232167	ENSG00000232167	NA	NA
ENSG00000238912	Y_RNA	NA	NA
ENSG00000223968	ENSG00000223968	NA	NA
ENSG00000271943	ENSG00000271943	NA	NA
ENSG00000232766	KIAA1143P2	NA	NA
ENSG00000272282	LINC02084	NA	NA
ENSG00000163508	EOMES	NA	NA
ENSG00000225548	LINC01980	NA	NA
ENSG00000229243	LINC01981	NA	NA
ENSG00000235493	LINC01967	NA	NA
ENSG00000187118	CMC1	NA	NA
ENSG00000163512	AZI2	NA	NA
ENSG00000206559	ZCWPW2	NA	NA
ENSG00000283563	ENSG00000283563	NA	NA
ENSG00000234048	CIAO2AP1	NA	NA
ENSG00000230480	ENSG00000230480	NA	NA
ENSG00000144642	RBMS3	NA	NA
ENSG00000235904	RBMS3-AS3	NA	NA
ENSG00000215004	MESTP4	NA	NA
ENSG00000226216	RPS12P5	NA	NA
ENSG00000203506	RBMS3-AS2	NA	NA
ENSG00000227795	MTND4LP9	NA	NA
ENSG00000235593	RBMS3-AS1	NA	NA
ENSG00000287774	ENSG00000287774	NA	NA
ENSG00000199927	ENSG00000199927	NA	NA
ENSG00000281710	U3	NA	NA
ENSG00000289450	ENSG00000289450	NA	NA
ENSG00000227260	LINC01985	NA	NA
ENSG00000227549	ENSG00000227549	NA	NA
ENSG00000163513	TGFBR2	NA	NA
ENSG00000224618	ENSG00000224618	NA	NA
ENSG00000261468	ENSG00000261468	NA	NA
ENSG00000144644	GADL1	NA	NA
ENSG00000265376	MIR466	NA	NA
ENSG00000213854	CNN2P6	NA	NA
ENSG00000222983	RNA5SP127	NA	NA
ENSG00000230111	H3P11	NA	NA
ENSG00000227339	THRAP3P1	NA	NA
ENSG00000288926	ENSG00000288926	NA	NA
ENSG00000163527	STT3B	NA	NA
ENSG00000144645	OSBPL10	NA	NA
ENSG00000232490	OSBPL10-AS1	NA	NA
ENSG00000223965	ZNF587P1	NA	NA
ENSG00000197385	ZNF860	NA	NA
ENSG00000235670	RPL21P40	NA	NA
ENSG00000201701	ENSG00000201701	NA	NA
ENSG00000252398	Y_RNA	NA	NA
ENSG00000251590	NIFKP7	NA	NA
ENSG00000152642	GPD1L	NA	NA
ENSG00000236732	ENSG00000236732	NA	NA
ENSG00000237433	RPSAP11	NA	NA
ENSG00000261572	ENSG00000261572	NA	NA
ENSG00000170293	CMTM8	NA	NA
ENSG00000270377	ENSG00000270377	NA	NA
ENSG00000234737	KRT18P15	NA	NA
ENSG00000153551	CMTM7	NA	NA
ENSG00000091317	CMTM6	NA	NA
ENSG00000276147	MIR548AY	NA	NA
ENSG00000213849	ENSG00000213849	NA	NA
ENSG00000144635	DYNC1LI1	NA	NA
ENSG00000226955	ENSG00000226955	NA	NA
ENSG00000231552	IGBP1P3	NA	NA
ENSG00000237676	RPL30P4	NA	NA
ENSG00000182973	CNOT10	NA	NA
ENSG00000251224	CNOT10-AS1	NA	NA
ENSG00000213842	SUGT1P2	NA	NA
ENSG00000227337	RPL23AP43	NA	NA
ENSG00000206557	TRIM71	NA	NA
ENSG00000183813	CCR4	NA	NA
ENSG00000170266	GLB1	NA	NA
ENSG00000223899	SEC13P1	NA	NA
ENSG00000235424	SUMO2P10	NA	NA
ENSG00000188167	TMPPE	NA	NA
ENSG00000275090	RN7SL296P	NA	NA
ENSG00000170275	CRTAP	NA	NA
ENSG00000272149	ENSG00000272149	NA	NA
ENSG00000173705	SUSD5	NA	NA
ENSG00000230119	ENSG00000230119	NA	NA
ENSG00000289460	ENSG00000289460	NA	NA
ENSG00000153558	FBXL2	NA	NA
ENSG00000153560	UBP1	NA	NA
ENSG00000252700	RNU7-110P	NA	NA
ENSG00000202175	RNA5SP128	NA	NA
ENSG00000163539	CLASP2	NA	NA
ENSG00000238008	COX6CP10	NA	NA
ENSG00000228112	ENSG00000228112	NA	NA
ENSG00000227707	SDAD1P3	NA	NA
ENSG00000271643	PDCD6IP-DT	NA	NA
ENSG00000170248	PDCD6IP	NA	NA
ENSG00000226320	LINC01811	NA	NA
ENSG00000287981	ENSG00000287981	NA	NA
ENSG00000236452	ENSG00000236452	NA	NA
ENSG00000227498	ENSG00000227498	NA	NA
ENSG00000287641	ENSG00000287641	NA	NA
ENSG00000235534	FECHP1	NA	NA
ENSG00000228767	KRT8P18	NA	NA
ENSG00000212442	RNU6-243P	NA	NA
ENSG00000289420	ENSG00000289420	NA	NA
ENSG00000172995	ARPP21	NA	NA
ENSG00000230830	ARPP21-AS1	NA	NA
ENSG00000207625	MIR128-2	NA	NA
ENSG00000226489	ENSG00000226489	NA	NA
ENSG00000236158	RFC3P1	NA	NA
ENSG00000144681	STAC	NA	NA
ENSG00000231382	NBPF21P	NA	NA
ENSG00000201315	RN7SKP227	NA	NA
ENSG00000163673	DCLK3	NA	NA
ENSG00000230067	HSPD1P6	NA	NA
ENSG00000279727	LINC02033	NA	NA
ENSG00000281100	ENSG00000281100	NA	NA
ENSG00000168016	TRANK1	NA	NA
ENSG00000234073	ENSG00000234073	NA	NA
ENSG00000210181	RNU6ATAC4P	NA	NA
ENSG00000272334	ENSG00000272334	NA	NA
ENSG00000236165	PRADC1P1	NA	NA
ENSG00000178567	EPM2AIP1	NA	NA
ENSG00000076242	MLH1	Relevant Molecular Target	PMTL version 3.1
ENSG00000224858	RPL29P11	NA	NA
ENSG00000093167	LRRFIP2	NA	NA
ENSG00000206645	Y_RNA	NA	NA
ENSG00000225558	UBE2D3P2	NA	NA
ENSG00000199594	RNU6-1301P	NA	NA
ENSG00000224080	UBE2FP1	NA	NA
ENSG00000271993	ENSG00000271993	NA	NA
ENSG00000231449	ENSG00000231449	NA	NA
ENSG00000271653	ENSG00000271653	NA	NA
ENSG00000270194	GOLGA4-AS1	NA	NA
ENSG00000144674	GOLGA4	NA	NA
ENSG00000230409	TCEA1P2	NA	NA
ENSG00000222208	RNA5SP129	NA	NA
ENSG00000198590	C3orf35	NA	NA
ENSG00000144668	ITGA9	NA	NA
ENSG00000239105	RNU7-73P	NA	NA
ENSG00000235257	ITGA9-AS1	NA	NA
ENSG00000235482	RPL21P135	NA	NA
ENSG00000236411	NDUFAF4P3	NA	NA
ENSG00000288972	ENSG00000288972	NA	NA
ENSG00000144677	CTDSPL	NA	NA
ENSG00000199075	MIR26A1	NA	NA
ENSG00000136059	VILL	NA	NA
ENSG00000187091	PLCD1	NA	NA
ENSG00000200579	Y_RNA	NA	NA
ENSG00000008226	DLEC1	NA	NA
ENSG00000231668	PPP2R2DP1	NA	NA
ENSG00000060971	ACAA1	NA	NA
ENSG00000201965	Y_RNA	NA	NA
ENSG00000172936	MYD88	NA	NA
ENSG00000172939	OXSR1	NA	NA
ENSG00000172940	SLC22A13	NA	NA
ENSG00000237982	ENSG00000237982	NA	NA
ENSG00000144671	SLC22A14	NA	NA
ENSG00000199514	RNU6-235P	NA	NA
ENSG00000230123	DLEC1P1	NA	NA
ENSG00000093217	XYLB	NA	NA
ENSG00000229589	ACVR2B-AS1	NA	NA
ENSG00000114739	ACVR2B	NA	NA
ENSG00000157036	EXOG	NA	NA
ENSG00000207512	Y_RNA	NA	NA
ENSG00000230683	DDTP1	NA	NA
ENSG00000232439	RPL18AP7	NA	NA
ENSG00000183873	SCN5A	NA	NA
ENSG00000185313	SCN10A	NA	NA
ENSG00000231243	ENSG00000231243	NA	NA
ENSG00000168356	SCN11A	NA	NA
ENSG00000206708	RNU6-1227P	NA	NA
ENSG00000114742	WDR48	NA	NA
ENSG00000114745	GORASP1	NA	NA
ENSG00000168026	TTC21A	NA	NA
ENSG00000284158	MIR6822	NA	NA
ENSG00000144655	CSRNP1	NA	NA
ENSG00000284669	ENSG00000284669	NA	NA
ENSG00000283849	ENSG00000283849	NA	NA
ENSG00000214305	Metazoa_SRP	NA	NA
ENSG00000287620	ENSG00000287620	NA	NA
ENSG00000168334	XIRP1	NA	NA
ENSG00000287995	ENSG00000287995	NA	NA
ENSG00000215034	DSTNP4	NA	NA
ENSG00000287958	ENSG00000287958	NA	NA
ENSG00000168329	CX3CR1	NA	NA
ENSG00000270367	ENSG00000270367	NA	NA
ENSG00000287780	ENSG00000287780	NA	NA
ENSG00000179934	CCR8	NA	NA
ENSG00000228168	HNRNPA1P21	NA	NA
ENSG00000238267	ENSG00000238267	NA	NA
ENSG00000223668	EEF1A1P24	NA	NA
